Step,Living Noodles,Dead Noodles,Age,Health,Size,Speed,Sight,View,Rep,Loss
90150,28,643,2567.928571428572,152.98499999999902,14.928571428571427,12.964285714285715,140.71428571428572,149.0,47.42857142857143,57.5
90200,28,643,2617.928571428572,142.19035714285613,14.928571428571427,12.964285714285715,140.71428571428572,149.0,47.42857142857143,57.5
90250,28,643,2667.928571428572,131.2974999999989,14.928571428571427,12.964285714285715,140.71428571428572,149.0,47.42857142857143,57.5
90300,28,643,2717.928571428572,121.11892857142736,14.928571428571427,12.964285714285715,140.71428571428572,149.0,47.42857142857143,57.5
90350,28,643,2767.9285714285716,112.36892857142736,14.928571428571427,12.964285714285715,140.71428571428572,149.0,47.42857142857143,57.5
90400,28,643,2817.9285714285716,101.30285714285596,14.928571428571427,12.964285714285715,140.71428571428572,149.0,47.42857142857143,57.5
90450,27,644,2882.444444444445,95.44444444444315,15.074074074074074,12.925925925925926,140.77777777777774,149.11111111111111,47.03703703703704,57.62962962962962
90500,26,645,3025.0384615384614,90.88153846153709,15.115384615384615,12.884615384615385,140.30769230769232,149.23076923076925,47.03846153846154,57.615384615384606
90550,26,645,3075.0384615384614,102.07384615384474,15.115384615384615,12.884615384615385,140.30769230769232,149.23076923076925,47.03846153846154,57.615384615384606
90600,23,648,2929.478260869565,112.46304347825807,15.0,12.869565217391305,141.82608695652175,149.65217391304347,46.43478260869565,57.65217391304348
90650,22,649,2993.409090909091,114.60954545454334,14.954545454545455,12.863636363636365,141.95454545454547,149.8181818181818,46.40909090909091,57.63636363636363
90700,21,650,3106.238095238096,116.32142857142695,14.904761904761903,12.857142857142858,142.0952380952381,150.0,46.85714285714285,57.61904761904761
90750,20,651,3275.3,120.53399999999826,14.85,12.85,143.2,150.2,47.35,57.65
90800,20,651,3325.3,117.9089999999982,14.85,12.85,143.2,150.2,47.35,57.65
90850,20,651,3375.3,115.08399999999807,14.85,12.85,143.2,150.2,47.35,57.65
90900,19,652,3556.7894736842104,119.74842105262968,15.052631578947368,12.789473684210524,143.42105263157896,150.42105263157896,47.526315789473685,57.842105263157904
90950,19,652,3606.7894736842095,119.458947368419,15.052631578947368,12.789473684210524,143.42105263157896,150.42105263157896,47.526315789473685,57.842105263157904
91000,30,652,2325.6,129.57966666666536,15.3,12.766666666666667,145.66666666666666,149.26666666666668,48.2,58.13333333333333
91050,30,652,2375.6,138.37766666666502,15.3,12.766666666666667,145.66666666666666,149.26666666666668,48.2,58.13333333333333
91100,29,653,2435.8965517241377,131.4624137931021,15.275862068965518,12.827586206896553,145.89655172413794,148.86206896551727,48.82758620689656,58.137931034482754
91150,28,654,2282.785714285714,124.99178571428499,15.25,12.821428571428573,146.14285714285714,148.96428571428572,48.89285714285714,58.14285714285714
91200,28,654,2332.785714285714,116.81071428571356,15.25,12.821428571428573,146.14285714285714,148.96428571428572,48.89285714285714,58.14285714285714
91250,27,655,2349.740740740741,113.02185185185131,15.333333333333336,12.814814814814815,146.4074074074074,147.96296296296296,48.96296296296296,58.111111111111114
91300,27,655,2399.740740740741,102.48481481481431,15.333333333333336,12.814814814814815,146.4074074074074,147.96296296296296,48.96296296296296,58.111111111111114
91350,25,657,2375.64,109.0019999999997,15.64,12.72,147.0,148.12,49.24,58.4
91400,24,658,2467.25,105.79541666666651,15.833333333333336,12.666666666666664,147.33333333333334,148.20833333333334,49.25,58.58333333333334
91450,21,661,2618.428571428572,115.28761904761824,15.809523809523812,12.761904761904766,147.42857142857142,148.52380952380952,48.57142857142857,58.714285714285715
91500,20,662,2675.55,121.71449999999966,15.8,12.8,146.9,148.65,48.3,58.7
91550,20,662,2725.55,143.7644999999998,15.8,12.8,146.9,148.65,48.3,58.7
91600,20,662,2775.55,140.41450000000003,15.8,12.8,146.9,148.65,48.3,58.7
91650,20,662,2825.55,136.0645,15.8,12.8,146.9,148.65,48.3,58.7
91700,18,664,3058.888888888889,147.22333333333245,15.777777777777779,12.944444444444445,144.77777777777774,148.94444444444446,47.33333333333334,58.66666666666666
91750,18,664,3108.888888888889,147.72999999999917,15.777777777777779,12.944444444444445,144.77777777777774,148.94444444444446,47.33333333333334,58.66666666666666
91800,18,664,3158.888888888889,146.17444444444368,15.777777777777779,12.944444444444445,144.77777777777774,148.94444444444446,47.33333333333334,58.66666666666666
91850,18,664,3208.888888888889,148.65444444444375,15.777777777777779,12.944444444444445,144.77777777777774,148.94444444444446,47.33333333333334,58.66666666666666
91900,18,664,3258.888888888889,145.98777777777718,15.777777777777779,12.944444444444445,144.77777777777774,148.94444444444446,47.33333333333334,58.66666666666666
91950,18,664,3308.888888888889,142.92111111110881,15.777777777777779,12.944444444444445,144.77777777777774,148.94444444444446,47.33333333333334,58.66666666666666
92000,27,664,2248.074074074074,141.95814814814662,15.518518518518519,12.888888888888891,142.5925925925926,150.0,47.555555555555564,58.2962962962963
92050,26,665,2306.576923076923,154.8107692307673,15.538461538461537,12.923076923076925,142.96153846153842,149.65384615384616,47.57692307692307,58.346153846153854
92100,26,665,2356.576923076923,142.92615384615186,15.538461538461537,12.923076923076925,142.96153846153842,149.65384615384616,47.57692307692307,58.346153846153854
92150,23,668,2349.5652173913045,152.379130434781,15.565217391304348,13.043478260869565,142.91304347826087,150.69565217391303,47.26086956521739,58.60869565217392
92200,23,668,2399.5652173913045,148.75217391304167,15.565217391304348,13.043478260869565,142.91304347826087,150.69565217391303,47.26086956521739,58.60869565217392
92250,20,671,2675.55,169.66249999999894,15.55,13.15,142.35,148.0,47.3,58.3
92300,19,672,2851.684210526316,180.88999999999905,15.68421052631579,13.31578947368421,141.5263157894737,148.10526315789474,46.94736842105264,58.526315789473685
92350,19,672,2901.684210526316,180.04789473684124,15.68421052631579,13.31578947368421,141.5263157894737,148.10526315789474,46.94736842105264,58.526315789473685
92400,19,672,2951.684210526316,178.0747368421044,15.68421052631579,13.31578947368421,141.5263157894737,148.10526315789474,46.94736842105264,58.526315789473685
92450,18,673,3086.388888888889,188.36888888888797,15.666666666666664,13.388888888888891,142.5,148.22222222222226,46.555555555555564,58.66666666666666
92500,16,675,2400.625,209.03874999999908,15.625,13.3125,142.9375,148.5,46.5,58.625
92550,16,675,2450.625,230.35937499999818,15.625,13.3125,142.9375,148.5,46.5,58.625
92600,16,675,2500.625,225.4137499999981,15.625,13.3125,142.9375,148.5,46.5,58.625
92650,16,675,2550.625,223.47312499999813,15.625,13.3125,142.9375,148.5,46.5,58.625
92700,16,675,2600.625,224.07812499999798,15.625,13.3125,142.9375,148.5,46.5,58.625
92750,16,675,2650.625,217.3093749999986,15.625,13.3125,142.9375,148.5,46.5,58.625
92800,16,675,2700.625,224.00937499999944,15.625,13.3125,142.9375,148.5,46.5,58.625
92850,16,675,2750.625,219.96374999999944,15.625,13.3125,142.9375,148.5,46.5,58.625
92900,16,675,2800.625,228.5437499999993,15.625,13.3125,142.9375,148.5,46.5,58.625
92950,16,675,2850.625,221.31749999999985,15.625,13.3125,142.9375,148.5,46.5,58.625
93000,23,676,1938.9565217391305,210.8730434782613,15.91304347826087,13.391304347826088,140.56521739130434,148.82608695652175,47.60869565217392,58.8695652173913
93050,23,676,1988.9565217391305,221.2556521739136,15.91304347826087,13.391304347826088,140.56521739130434,148.82608695652175,47.60869565217392,58.8695652173913
93100,23,676,2038.9565217391305,213.06173913043546,15.91304347826087,13.391304347826088,140.56521739130434,148.82608695652175,47.60869565217392,58.8695652173913
93150,23,676,2088.9565217391305,205.70782608695686,15.91304347826087,13.391304347826088,140.56521739130434,148.82608695652175,47.60869565217392,58.8695652173913
93200,23,676,2138.9565217391305,198.88260869565255,15.91304347826087,13.391304347826088,140.56521739130434,148.82608695652175,47.60869565217392,58.8695652173913
93250,23,676,2188.9565217391305,191.8282608695657,15.91304347826087,13.391304347826088,140.56521739130434,148.82608695652175,47.60869565217392,58.8695652173913
93300,23,676,2238.9565217391305,185.0021739130441,15.91304347826087,13.391304347826088,140.56521739130434,148.82608695652175,47.60869565217392,58.8695652173913
93350,22,677,2239.590909090909,186.6100000000007,15.909090909090908,13.363636363636365,140.63636363636363,148.95454545454547,47.63636363636363,58.86363636363637
93400,22,677,2289.590909090909,179.70818181818257,15.909090909090908,13.363636363636365,140.63636363636363,148.95454545454547,47.63636363636363,58.86363636363637
93450,21,678,2380.809523809524,188.28000000000068,15.904761904761903,13.38095238095238,139.42857142857142,149.0952380952381,47.66666666666666,58.80952380952381
93500,21,678,2430.809523809524,181.5476190476201,15.904761904761903,13.38095238095238,139.42857142857142,149.0952380952381,47.66666666666666,58.80952380952381
93550,21,678,2480.809523809524,194.9500000000013,15.904761904761903,13.38095238095238,139.42857142857142,149.0952380952381,47.66666666666666,58.80952380952381
93600,21,678,2530.809523809524,189.3547619047633,15.904761904761903,13.38095238095238,139.42857142857142,149.0952380952381,47.66666666666666,58.80952380952381
93650,20,679,2676.1,191.123500000001,15.85,13.35,139.45,149.25,47.7,58.75
93700,20,679,2726.1,188.802500000001,15.85,13.35,139.45,149.25,47.7,58.75
93750,20,679,2776.1,184.3510000000012,15.85,13.35,139.45,149.25,47.7,58.75
93800,20,679,2826.1,180.97600000000136,15.85,13.35,139.45,149.25,47.7,58.75
93850,20,679,2876.1,177.60100000000145,15.85,13.35,139.45,149.25,47.7,58.75
93900,20,679,2926.1,175.11050000000077,15.85,13.35,139.45,149.25,47.7,58.75
93950,20,679,2976.1,169.7505000000011,15.85,13.35,139.45,149.25,47.7,58.75
94000,30,679,2026.5,157.6233333333341,15.533333333333333,13.4,136.96666666666667,147.06666666666666,48.33333333333334,58.03333333333333
94050,30,679,2076.5,163.273333333334,15.533333333333333,13.4,136.96666666666667,147.06666666666666,48.33333333333334,58.03333333333333
94100,30,679,2126.5,149.59000000000069,15.533333333333333,13.4,136.96666666666667,147.06666666666666,48.33333333333334,58.03333333333333
94150,30,679,2176.5,137.9066666666674,15.533333333333333,13.4,136.96666666666667,147.06666666666666,48.33333333333334,58.03333333333333
94200,28,681,2083.6071428571427,141.53428571428626,15.428571428571427,13.535714285714285,137.03571428571428,146.14285714285714,49.03571428571429,57.964285714285715
94250,27,682,2165.296296296296,140.81888888888932,15.444444444444445,13.592592592592592,138.07407407407408,145.22222222222226,49.111111111111114,58.0
94300,27,682,2215.296296296296,129.36111111111165,15.444444444444445,13.592592592592592,138.07407407407408,145.22222222222226,49.111111111111114,58.0
94350,27,682,2265.296296296296,118.86925925925978,15.444444444444445,13.592592592592592,138.07407407407408,145.22222222222226,49.111111111111114,58.0
94400,25,684,2386.48,124.88479999999987,15.4,13.76,137.64,145.16,49.28,58.08
94450,23,686,2519.8695652173915,131.04913043478248,15.695652173913045,13.782608695652176,137.52173913043478,146.47826086956522,49.39130434782609,58.56521739130435
94500,22,687,2662.818181818182,129.24909090909088,15.818181818181818,13.772727272727273,137.45454545454547,146.5,49.5,58.68181818181818
94550,22,687,2712.818181818182,145.32636363636308,15.818181818181818,13.772727272727273,137.45454545454547,146.5,49.5,58.68181818181818
94600,20,689,2676.4,156.0449999999997,16.2,13.75,135.6,147.85,49.65,59.05
94650,20,689,2726.4,154.51999999999984,16.2,13.75,135.6,147.85,49.65,59.05
94700,20,689,2776.4,148.8699999999997,16.2,13.75,135.6,147.85,49.65,59.05
94750,20,689,2826.4,148.19749999999962,16.2,13.75,135.6,147.85,49.65,59.05
94800,18,691,3104.166666666666,157.6472222222221,16.27777777777778,13.944444444444445,135.22222222222223,147.22222222222226,50.88888888888889,59.22222222222222
94850,15,694,3276.4666666666667,198.4826666666677,16.533333333333335,14.066666666666665,139.2,145.8,51.66666666666666,59.73333333333333
94900,15,694,3326.4666666666667,198.071333333334,16.533333333333335,14.066666666666665,139.2,145.8,51.66666666666666,59.73333333333333
94950,15,694,3376.4666666666667,199.4460000000008,16.533333333333335,14.066666666666665,139.2,145.8,51.66666666666666,59.73333333333333
95000,20,694,2577.05,188.26950000000062,16.5,14.2,135.45,144.9,51.8,59.4
95050,20,694,2627.05,203.5620000000006,16.5,14.2,135.45,144.9,51.8,59.4
95100,20,694,2677.05,200.62650000000042,16.5,14.2,135.45,144.9,51.8,59.4
95150,20,694,2727.05,193.92650000000043,16.5,14.2,135.45,144.9,51.8,59.4
95200,20,694,2777.05,191.22650000000027,16.5,14.2,135.45,144.9,51.8,59.4
95250,20,694,2827.05,184.56750000000062,16.5,14.2,135.45,144.9,51.8,59.4
95300,20,694,2877.05,183.86750000000043,16.5,14.2,135.45,144.9,51.8,59.4
95350,20,694,2927.05,174.16750000000027,16.5,14.2,135.45,144.9,51.8,59.4
95400,20,694,2977.05,175.66750000000008,16.5,14.2,135.45,144.9,51.8,59.4
95450,20,694,3027.05,170.2249999999998,16.5,14.2,135.45,144.9,51.8,59.4
95500,20,694,3077.05,170.5249999999996,16.5,14.2,135.45,144.9,51.8,59.4
95550,20,694,3127.05,187.84499999999974,16.5,14.2,135.45,144.9,51.8,59.4
95600,19,695,3258.631578947369,194.40631578947284,16.526315789473685,14.26315789473684,136.21052631578948,144.8421052631579,51.94736842105264,59.526315789473685
95650,19,695,3308.631578947369,193.0642105263148,16.526315789473685,14.26315789473684,136.21052631578948,144.8421052631579,51.94736842105264,59.526315789473685
95700,19,695,3358.631578947369,189.61684210526192,16.526315789473685,14.26315789473684,136.21052631578948,144.8421052631579,51.94736842105264,59.526315789473685
95750,18,696,3443.777777777778,195.21888888888637,16.555555555555557,14.111111111111109,134.16666666666666,144.77777777777774,52.22222222222222,59.22222222222222
95800,17,697,3474.2352941176473,208.84764705882225,16.411764705882348,14.235294117647056,134.23529411764707,143.94117647058823,52.529411764705884,59.11764705882353
95850,17,697,3524.2352941176473,207.5241176470573,16.411764705882348,14.235294117647056,134.23529411764707,143.94117647058823,52.529411764705884,59.11764705882353
95900,17,697,3574.2352941176473,211.68294117646903,16.411764705882348,14.235294117647056,134.23529411764707,143.94117647058823,52.529411764705884,59.11764705882353
95950,17,697,3624.2352941176473,215.42999999999813,16.411764705882348,14.235294117647056,134.23529411764707,143.94117647058823,52.529411764705884,59.11764705882353
96000,25,697,2507.48,190.55759999999862,16.12,14.4,136.4,145.08,53.68,59.28
96050,25,697,2557.48,194.8363999999993,16.12,14.4,136.4,145.08,53.68,59.28
96100,25,697,2607.48,187.92959999999917,16.12,14.4,136.4,145.08,53.68,59.28
96150,25,697,2657.48,174.5463999999989,16.12,14.4,136.4,145.08,53.68,59.28
96200,24,698,2769.041666666666,176.30458333333198,16.166666666666668,14.5,137.54166666666666,145.83333333333334,53.95833333333334,59.625
96250,24,698,2819.041666666666,165.46708333333186,16.166666666666668,14.5,137.54166666666666,145.83333333333334,53.95833333333334,59.625
96300,24,698,2869.041666666666,158.75458333333148,16.166666666666668,14.5,137.54166666666666,145.83333333333334,53.95833333333334,59.625
96350,23,699,3029.5652173913045,157.1847826086936,16.17391304347826,14.521739130434785,134.8695652173913,145.82608695652175,54.26086956521739,59.43478260869565
96400,23,699,3079.5652173913045,150.24999999999784,16.17391304347826,14.521739130434785,134.8695652173913,145.82608695652175,54.26086956521739,59.43478260869565
96450,22,700,3113.818181818182,149.46772727272443,16.0,14.545454545454545,134.6818181818182,145.8181818181818,54.59090909090909,59.27272727272727
96500,22,700,3163.818181818182,147.10409090908797,16.0,14.545454545454545,134.6818181818182,145.8181818181818,54.59090909090909,59.27272727272727
96550,20,702,3227.65,179.5234999999971,16.0,14.6,134.5,145.8,54.55,59.3
96600,17,705,3451.1176470588234,210.57352941176225,15.823529411764708,14.764705882352944,136.76470588235293,146.7058823529412,55.647058823529406,59.529411764705884
96650,17,705,3501.1176470588234,215.1370588235281,15.823529411764708,14.764705882352944,136.76470588235293,146.7058823529412,55.647058823529406,59.529411764705884
96700,17,705,3551.1176470588234,218.2770588235284,15.823529411764708,14.764705882352944,136.76470588235293,146.7058823529412,55.647058823529406,59.529411764705884
96750,17,705,3601.1176470588234,212.92294117646955,15.823529411764708,14.764705882352944,136.76470588235293,146.7058823529412,55.647058823529406,59.529411764705884
96800,17,705,3651.117647058824,209.04058823529286,15.823529411764708,14.764705882352944,136.76470588235293,146.7058823529412,55.647058823529406,59.529411764705884
96850,17,705,3701.117647058824,212.7576470588223,15.823529411764708,14.764705882352944,136.76470588235293,146.7058823529412,55.647058823529406,59.529411764705884
96900,17,705,3751.117647058824,211.73352941176282,15.823529411764708,14.764705882352944,136.76470588235293,146.7058823529412,55.647058823529406,59.529411764705884
96950,16,706,3852.625,222.1112499999971,15.5625,14.8125,136.625,146.75,55.375,59.3125
97000,21,707,2789.6190476190477,214.03571428571254,15.38095238095238,14.714285714285715,137.95238095238096,147.28571428571428,55.47619047619048,59.23809523809525
97050,21,707,2839.6190476190477,221.3228571428564,15.38095238095238,14.714285714285715,137.95238095238096,147.28571428571428,55.47619047619048,59.23809523809525
97100,21,707,2889.6190476190477,213.34190476190383,15.38095238095238,14.714285714285715,137.95238095238096,147.28571428571428,55.47619047619048,59.23809523809525
97150,21,707,2939.6190476190477,203.80380952380852,15.38095238095238,14.714285714285715,137.95238095238096,147.28571428571428,55.47619047619048,59.23809523809525
97200,21,707,2989.6190476190477,200.16238095237983,15.38095238095238,14.714285714285715,137.95238095238096,147.28571428571428,55.47619047619048,59.23809523809525
97250,21,707,3039.6190476190477,192.39190476190345,15.38095238095238,14.714285714285715,137.95238095238096,147.28571428571428,55.47619047619048,59.23809523809525
97300,20,708,3127.7,201.66999999999908,15.35,14.6,139.65,147.35,55.9,59.25
97350,19,709,3325.2105263157896,212.046842105262,15.31578947368421,14.63157894736842,139.31578947368422,147.42105263157896,56.368421052631575,59.21052631578947
97400,19,709,3375.2105263157896,210.35736842105152,15.31578947368421,14.63157894736842,139.31578947368422,147.42105263157896,56.368421052631575,59.21052631578947
97450,19,709,3425.2105263157896,208.31999999999883,15.31578947368421,14.63157894736842,139.31578947368422,147.42105263157896,56.368421052631575,59.21052631578947
97500,19,709,3475.2105263157896,203.5484210526306,15.31578947368421,14.63157894736842,139.31578947368422,147.42105263157896,56.368421052631575,59.21052631578947
97550,19,709,3525.2105263157896,218.60631578947303,15.31578947368421,14.63157894736842,139.31578947368422,147.42105263157896,56.368421052631575,59.21052631578947
97600,19,709,3575.2105263157896,213.97578947368302,15.31578947368421,14.63157894736842,139.31578947368422,147.42105263157896,56.368421052631575,59.21052631578947
97650,19,709,3625.2105263157896,211.16578947368217,15.31578947368421,14.63157894736842,139.31578947368422,147.42105263157896,56.368421052631575,59.21052631578947
97700,19,709,3675.2105263157896,203.68263157894515,15.31578947368421,14.63157894736842,139.31578947368422,147.42105263157896,56.368421052631575,59.21052631578947
97750,19,709,3725.2105263157896,200.78999999999766,15.31578947368421,14.63157894736842,139.31578947368422,147.42105263157896,56.368421052631575,59.21052631578947
97800,19,709,3775.2105263157896,206.13210526315518,15.31578947368421,14.63157894736842,139.31578947368422,147.42105263157896,56.368421052631575,59.21052631578947
97850,19,709,3825.2105263157896,196.08473684210256,15.31578947368421,14.63157894736842,139.31578947368422,147.42105263157896,56.368421052631575,59.21052631578947
97900,17,711,4163.058823529413,221.59705882352657,15.0,14.705882352941178,139.29411764705878,148.0,56.70588235294117,59.058823529411775
97950,17,711,4213.058823529413,219.82058823529113,15.0,14.705882352941178,139.29411764705878,148.0,56.70588235294117,59.058823529411775
98000,24,711,3028.208333333333,197.3299999999971,15.208333333333336,14.791666666666664,143.41666666666666,151.16666666666666,58.95833333333334,60.08333333333334
98050,24,711,3078.208333333333,207.5179166666639,15.208333333333336,14.791666666666664,143.41666666666666,151.16666666666666,58.95833333333334,60.08333333333334
98100,24,711,3128.208333333333,194.62583333333046,15.208333333333336,14.791666666666664,143.41666666666666,151.16666666666666,58.95833333333334,60.08333333333334
98150,24,711,3178.208333333333,185.04749999999703,15.208333333333336,14.791666666666664,143.41666666666666,151.16666666666666,58.95833333333334,60.08333333333334
98200,24,711,3228.208333333333,174.14416666666386,15.208333333333336,14.791666666666664,143.41666666666666,151.16666666666666,58.95833333333334,60.08333333333334
98250,24,711,3278.208333333333,163.64291666666372,15.208333333333336,14.791666666666664,143.41666666666666,151.16666666666666,58.95833333333334,60.08333333333334
98300,24,711,3328.208333333333,155.4412499999969,15.208333333333336,14.791666666666664,143.41666666666666,151.16666666666666,58.95833333333334,60.08333333333334
98350,22,713,3650.9545454545455,166.98045454545098,15.227272727272727,14.818181818181818,143.22727272727272,149.72727272727272,59.04545454545455,59.95454545454545
98400,21,714,3809.190476190476,169.71571428571067,15.38095238095238,14.857142857142858,145.0952380952381,149.9047619047619,59.61904761904761,60.33333333333334
98450,21,714,3859.190476190476,163.3585714285678,15.38095238095238,14.857142857142858,145.0952380952381,149.9047619047619,59.61904761904761,60.33333333333334
98500,21,714,3909.190476190476,160.04904761904405,15.38095238095238,14.857142857142858,145.0952380952381,149.9047619047619,59.61904761904761,60.33333333333334
98550,20,715,3928.2,187.325499999998,15.35,14.85,144.75,150.1,59.15,60.3
98600,20,715,3978.2,179.05499999999833,15.35,14.85,144.75,150.1,59.15,60.3
98650,19,716,4152.0526315789475,183.8447368421035,15.421052631578947,15.0,145.05263157894737,150.31578947368422,59.78947368421053,60.57894736842106
98700,19,716,4202.0526315789475,183.05421052631385,15.421052631578947,15.0,145.05263157894737,150.31578947368422,59.78947368421053,60.57894736842106
98750,19,716,4252.0526315789475,180.77263157894544,15.421052631578947,15.0,145.05263157894737,150.31578947368422,59.78947368421053,60.57894736842106
98800,19,716,4302.0526315789475,174.56210526315616,15.421052631578947,15.0,145.05263157894737,150.31578947368422,59.78947368421053,60.57894736842106
98850,18,717,4433.88888888889,185.2044444444425,15.611111111111109,14.888888888888891,147.33333333333334,150.55555555555554,60.5,60.88888888888889
98900,18,717,4483.88888888889,184.75999999999792,15.611111111111109,14.888888888888891,147.33333333333334,150.55555555555554,60.5,60.88888888888889
98950,18,717,4533.88888888889,181.1488888888868,15.611111111111109,14.888888888888891,147.33333333333334,150.55555555555554,60.5,60.88888888888889
99000,31,717,2674.0967741935488,163.47290322580528,15.580645161290322,14.806451612903226,144.70967741935485,153.1290322580645,61.806451612903224,60.838709677419345
99050,31,717,2724.0967741935488,169.3051612903213,15.580645161290322,14.806451612903226,144.70967741935485,153.1290322580645,61.806451612903224,60.838709677419345
99100,31,717,2774.0967741935488,153.72451612903097,15.580645161290322,14.806451612903226,144.70967741935485,153.1290322580645,61.806451612903224,60.838709677419345
99150,30,718,2645.7,148.21133333333216,15.566666666666665,14.833333333333336,142.9,153.36666666666667,62.3,60.73333333333333
99200,30,718,2695.7,137.1779999999987,15.566666666666665,14.833333333333336,142.9,153.36666666666667,62.3,60.73333333333333
99250,28,720,2886.214285714286,138.98535714285543,15.535714285714285,14.857142857142858,141.21428571428572,151.96428571428572,62.17857142857143,60.39285714285714
99300,26,722,2098.576923076923,139.8619230769208,15.576923076923075,14.884615384615385,141.5769230769231,152.4230769230769,63.07692307692307,60.53846153846154
99350,25,723,2099.52,139.2503999999979,15.72,14.92,141.68,152.68,63.72,60.76
99400,22,726,2384.0,150.19999999999746,15.818181818181818,14.954545454545455,140.86363636363637,152.4090909090909,63.5,60.81818181818182
99450,22,726,2434.0,150.8818181818154,15.818181818181818,14.954545454545455,140.86363636363637,152.4090909090909,63.5,60.81818181818182
99500,22,726,2484.0,145.0181818181787,15.818181818181818,14.954545454545455,140.86363636363637,152.4090909090909,63.5,60.81818181818182
99550,22,726,2534.0,162.31954545454272,15.818181818181818,14.954545454545455,140.86363636363637,152.4090909090909,63.5,60.81818181818182
99600,22,726,2584.0,151.91045454545156,15.818181818181818,14.954545454545455,140.86363636363637,152.4090909090909,63.5,60.81818181818182
99650,21,727,2631.809523809524,154.70047619047247,15.809523809523812,14.857142857142858,141.19047619047618,152.0,63.23809523809525,60.66666666666666
99700,20,728,2729.4,159.40349999999626,15.8,14.85,140.05,151.55,62.95,60.5
99750,19,729,2884.736842105264,165.63368421052232,15.73684210526316,14.842105263157894,140.3684210526316,151.8421052631579,63.42105263157895,60.47368421052632
99800,19,729,2934.736842105264,167.39684210525888,15.73684210526316,14.842105263157894,140.3684210526316,151.8421052631579,63.42105263157895,60.47368421052632
99850,19,729,2984.736842105264,163.4110526315763,15.73684210526316,14.842105263157894,140.3684210526316,151.8421052631579,63.42105263157895,60.47368421052632
99900,19,729,3034.736842105264,158.4852631578919,15.73684210526316,14.842105263157894,140.3684210526316,151.8421052631579,63.42105263157895,60.47368421052632
99950,18,730,3201.666666666666,159.08277777777442,15.722222222222221,14.833333333333336,139.0,151.38888888888889,63.111111111111114,60.27777777777778
100000,30,731,1930.033333333333,156.392999999998,15.6,14.8,141.76666666666668,152.36666666666667,64.13333333333334,60.46666666666667
100050,29,732,2011.0,168.44413793103217,15.586206896551724,14.862068965517242,142.03448275862067,152.0689655172414,63.96551724137931,60.48275862068966
100100,29,732,2061.0,153.23724137930782,15.586206896551724,14.862068965517242,142.03448275862067,152.0689655172414,63.96551724137931,60.48275862068966
100150,28,733,2108.5,150.0742857142823,15.571428571428573,14.785714285714285,142.32142857142858,151.75,63.78571428571429,60.35714285714285
100200,28,733,2158.5,140.98142857142562,15.571428571428573,14.785714285714285,142.32142857142858,151.75,63.78571428571429,60.35714285714285
100250,27,734,2279.8148148148152,139.66518518518203,15.555555555555555,14.851851851851851,142.62962962962962,150.1851851851852,63.5925925925926,60.22222222222222
100300,27,734,2329.8148148148152,129.5540740740708,15.555555555555555,14.851851851851851,142.62962962962962,150.1851851851852,63.5925925925926,60.22222222222222
100350,24,737,2379.9166666666665,135.98458333332982,15.5,14.875,144.0,147.83333333333334,63.83333333333334,59.95833333333334
100400,23,738,2343.0,133.7969565217357,15.478260869565215,14.869565217391305,144.43478260869566,147.2608695652174,63.60869565217392,59.8695652173913
100450,23,738,2393.0,129.949130434779,15.478260869565215,14.869565217391305,144.43478260869566,147.2608695652174,63.60869565217392,59.8695652173913
100500,21,740,2387.142857142857,135.82571428571023,15.523809523809526,14.857142857142858,144.95238095238096,147.38095238095238,64.80952380952381,59.904761904761905
100550,21,740,2437.142857142857,154.44476190475757,15.523809523809526,14.857142857142858,144.95238095238096,147.38095238095238,64.80952380952381,59.904761904761905
100600,21,740,2487.142857142857,147.3495238095193,15.523809523809526,14.857142857142858,144.95238095238096,147.38095238095238,64.80952380952381,59.904761904761905
100650,20,741,2580.05,148.76799999999534,15.5,14.85,145.65,147.45,64.6,59.95
100700,20,741,2630.05,147.79049999999603,15.5,14.85,145.65,147.45,64.6,59.95
100750,19,742,2779.947368421052,161.4921052631535,15.473684210526313,14.789473684210524,144.10526315789474,147.5263157894737,64.36842105263158,59.73684210526316
100800,19,742,2829.947368421052,161.09736842104797,15.473684210526313,14.789473684210524,144.10526315789474,147.5263157894737,64.36842105263158,59.73684210526316
100850,19,742,2879.947368421052,153.64999999999526,15.473684210526313,14.789473684210524,144.10526315789474,147.5263157894737,64.36842105263158,59.73684210526316
100900,19,742,2929.947368421052,147.7210526315741,15.473684210526313,14.789473684210524,144.10526315789474,147.5263157894737,64.36842105263158,59.73684210526316
100950,18,743,3091.0,159.36666666666125,15.333333333333336,14.777777777777779,143.66666666666666,147.61111111111111,64.1111111111111,59.555555555555564
101000,33,743,1727.1212121212118,148.62121212120908,15.242424242424242,14.696969696969695,142.36363636363637,145.5151515151515,62.87878787878788,59.0
101050,33,743,1777.1212121212118,150.75818181817888,15.242424242424242,14.696969696969695,142.36363636363637,145.5151515151515,62.87878787878788,59.0
101100,32,744,1442.84375,142.5681249999971,15.21875,14.71875,142.46875,145.5,63.375,59.0
101150,31,745,1502.838709677419,138.06774193548097,15.193548387096774,14.741935483870966,142.1612903225806,146.4516129032258,63.193548387096776,59.096774193548384
101200,31,745,1552.838709677419,124.00322580644873,15.193548387096774,14.741935483870966,142.1612903225806,146.4516129032258,63.193548387096776,59.096774193548384
