Step,Living Noodles,Age,Health,Size,Speed,Sight,View,Rep,Loss
11550,13,4016.1538461538457,147.65765656493974,9.461538461538463,3.5384615384615383,116.76923076923076,102.07692307692308,26.30769230769231,36.70591650278767
11600,13,4066.1538461538457,154.32787364498952,9.461538461538463,3.5384615384615383,116.76923076923076,102.07692307692308,26.30769230769231,36.70591650278767
11650,13,4116.153846153846,157.8537939045825,9.461538461538463,3.5384615384615383,116.76923076923076,102.07692307692308,26.30769230769231,36.70591650278767
11700,13,4166.153846153846,153.58132952032184,9.461538461538463,3.5384615384615383,116.76923076923076,102.07692307692308,26.30769230769231,36.70591650278767
11750,13,4216.153846153846,148.8292704976386,9.461538461538463,3.5384615384615383,116.76923076923076,102.07692307692308,26.30769230769231,36.70591650278767
11800,13,4266.153846153846,144.22783243729333,9.461538461538463,3.5384615384615383,116.76923076923076,102.07692307692308,26.30769230769231,36.70591650278767
11850,13,4316.153846153846,144.80353362401013,9.461538461538463,3.5384615384615383,116.76923076923076,102.07692307692308,26.30769230769231,36.70591650278767
11900,13,4366.153846153846,144.5531166514849,9.461538461538463,3.5384615384615383,116.76923076923076,102.07692307692308,26.30769230769231,36.70591650278767
11950,13,4416.153846153846,144.19202214117246,9.461538461538463,3.5384615384615383,116.76923076923076,102.07692307692308,26.30769230769231,36.70591650278767
12000,17,3416.8235294117653,127.63247851013818,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12050,17,3466.8235294117653,125.51675702429401,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12100,17,3516.8235294117653,131.97577493460705,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12150,17,3566.8235294117653,145.04310757156782,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12200,17,3616.8235294117653,149.91983399761048,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12250,17,3666.8235294117653,151.56239085175937,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12300,17,3716.8235294117653,150.18200652943662,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12350,17,3766.8235294117653,154.55168057346614,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12400,17,3816.8235294117653,158.75094100314502,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12450,17,3866.8235294117653,162.99161311044938,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12500,17,3916.8235294117653,162.37816713528792,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12550,17,3966.8235294117653,161.54788422519292,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12600,17,4016.8235294117653,154.35277360745042,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12650,17,4066.8235294117653,156.74040713012988,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12700,17,4116.823529411765,157.8180430902534,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12750,17,4166.823529411765,157.43286191894072,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12800,17,4216.823529411765,156.86848643203817,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12850,17,4266.823529411765,160.54072420714,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12900,17,4316.823529411765,162.74743022011506,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
12950,17,4366.823529411765,160.48274940801394,9.294117647058824,3.5882352941176467,108.76470588235294,103.41176470588236,26.823529411764714,36.021945115232135
13000,20,3755.3,145.0503371818599,9.25,3.6,105.7,102.75,26.95,35.67846096908264
13050,20,3805.3,147.32860858409745,9.25,3.6,105.7,102.75,26.95,35.67846096908264
13100,20,3855.3,145.14437809955612,9.25,3.6,105.7,102.75,26.95,35.67846096908264
13150,20,3905.3,149.3520487986111,9.25,3.6,105.7,102.75,26.95,35.67846096908264
13200,20,3955.3,152.9779624494675,9.25,3.6,105.7,102.75,26.95,35.67846096908264
13250,20,4005.3,160.71735268248594,9.25,3.6,105.7,102.75,26.95,35.67846096908264
13300,20,4055.3,156.80925290454348,9.25,3.6,105.7,102.75,26.95,35.67846096908264
13350,20,4105.3,159.04753581250338,9.25,3.6,105.7,102.75,26.95,35.67846096908264
13400,20,4155.3,151.03588568296962,9.25,3.6,105.7,102.75,26.95,35.67846096908264
13450,20,4205.3,145.4902589349765,9.25,3.6,105.7,102.75,26.95,35.67846096908264
13500,20,4255.3,149.85502260504998,9.25,3.6,105.7,102.75,26.95,35.67846096908264
13550,20,4305.3,144.6307555315147,9.25,3.6,105.7,102.75,26.95,35.67846096908264
13600,19,4552.631578947368,146.48282353002818,9.263157894736842,3.5789473684210527,108.10526315789473,103.36842105263158,26.73684210526316,35.87206417798174
13650,19,4602.631578947368,146.31228311686874,9.263157894736842,3.5789473684210527,108.10526315789473,103.36842105263158,26.73684210526316,35.87206417798174
13700,19,4652.631578947368,142.8115282831422,9.263157894736842,3.5789473684210527,108.10526315789473,103.36842105263158,26.73684210526316,35.87206417798174
13750,19,4702.631578947368,143.26523095277955,9.263157894736842,3.5789473684210527,108.10526315789473,103.36842105263158,26.73684210526316,35.87206417798174
13800,19,4752.631578947368,138.79495975315828,9.263157894736842,3.5789473684210527,108.10526315789473,103.36842105263158,26.73684210526316,35.87206417798174
13850,19,4802.631578947368,143.40440940958314,9.263157894736842,3.5789473684210527,108.10526315789473,103.36842105263158,26.73684210526316,35.87206417798174
13900,19,4852.631578947368,152.36466234488066,9.263157894736842,3.5789473684210527,108.10526315789473,103.36842105263158,26.73684210526316,35.87206417798174
13950,19,4902.631578947368,151.46788317170868,9.263157894736842,3.5789473684210527,108.10526315789473,103.36842105263158,26.73684210526316,35.87206417798174
14000,27,3487.1111111111113,135.8146471280105,9.25925925925926,3.592592592592593,108.8148148148148,102.44444444444444,27.296296296296298,35.8947287648064
14050,27,3537.1111111111113,136.92200339887452,9.25925925925926,3.592592592592593,108.8148148148148,102.44444444444444,27.296296296296298,35.8947287648064
14100,27,3587.1111111111113,136.54120146414655,9.25925925925926,3.592592592592593,108.8148148148148,102.44444444444444,27.296296296296298,35.8947287648064
14150,27,3637.111111111111,132.71718592590435,9.25925925925926,3.592592592592593,108.8148148148148,102.44444444444444,27.296296296296298,35.8947287648064
14200,27,3687.111111111111,126.47789131507471,9.25925925925926,3.592592592592593,108.8148148148148,102.44444444444444,27.296296296296298,35.8947287648064
14250,27,3737.111111111111,125.83218361043065,9.25925925925926,3.592592592592593,108.8148148148148,102.44444444444444,27.296296296296298,35.8947287648064
14300,26,3920.9230769230767,133.31123708769286,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
14350,26,3970.9230769230767,137.94581866379934,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
14400,26,4020.9230769230767,135.00420199862904,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
14450,26,4070.9230769230767,129.70246999154688,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
14500,26,4120.923076923077,128.203808959723,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
14550,26,4170.923076923077,133.89107806238212,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
14600,26,4220.923076923077,145.25538413250783,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
14650,26,4270.923076923077,145.45963550558662,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
14700,26,4320.923076923077,145.01980989865052,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
14750,26,4370.923076923077,144.3840260118518,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
14800,26,4420.923076923077,145.01016229923906,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
14850,26,4470.923076923077,139.87457864544785,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
14900,26,4520.923076923077,136.32565138523302,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
14950,26,4570.923076923077,138.81164694572092,9.26923076923077,3.615384615384616,107.73076923076924,103.65384615384615,27.538461538461537,35.96005862411793
15000,31,3618.774193548387,132.4992623256736,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15050,31,3668.774193548387,131.19126254056832,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15100,31,3718.774193548387,132.10270690950387,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15150,31,3768.774193548387,129.5452537331044,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15200,31,3818.774193548387,127.3689425377395,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15250,31,3868.774193548387,128.4619104945696,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15300,31,3918.774193548387,125.96670065597941,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15350,31,3968.774193548387,125.49150358708643,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15400,31,4018.774193548387,125.94558445311155,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15450,31,4068.774193548387,130.30641834143645,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15500,31,4118.774193548386,133.96242848556258,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15550,31,4168.774193548386,131.86438282551478,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15600,31,4218.774193548386,132.04426334045382,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15650,31,4268.774193548386,129.91837024683514,9.258064516129034,3.645161290322581,106.06451612903227,105.54838709677419,28.12903225806452,36.03734440805719
15700,29,3637.1379310344832,138.58569722103906,9.20689655172414,3.689655172413793,100.34482758620688,106.0,28.62068965517241,35.61259902773654
15750,29,3687.1379310344832,138.28537089090068,9.20689655172414,3.689655172413793,100.34482758620688,106.0,28.62068965517241,35.61259902773654
15800,29,3737.1379310344832,130.89223049779372,9.20689655172414,3.689655172413793,100.34482758620688,106.0,28.62068965517241,35.61259902773654
15850,29,3787.1379310344832,138.08787924064478,9.20689655172414,3.689655172413793,100.34482758620688,106.0,28.62068965517241,35.61259902773654
15900,29,3837.1379310344832,138.27681276272395,9.20689655172414,3.689655172413793,100.34482758620688,106.0,28.62068965517241,35.61259902773654
15950,29,3887.1379310344832,132.92296944693672,9.20689655172414,3.689655172413793,100.34482758620688,106.0,28.62068965517241,35.61259902773654
16000,35,3263.4285714285716,122.95658100552272,9.257142857142858,3.6857142857142855,98.65714285714287,105.34285714285713,28.742857142857147,35.40450504713638
16050,34,3232.7647058823527,129.39202474411408,9.264705882352944,3.6764705882352944,99.41176470588236,105.29411764705885,28.676470588235286,35.445814019110976
16100,34,3282.7647058823527,130.01390261403455,9.264705882352944,3.6764705882352944,99.41176470588236,105.29411764705885,28.676470588235286,35.445814019110976
16150,33,3156.333333333333,133.41665738449768,9.272727272727273,3.6666666666666665,100.42424242424242,105.24242424242424,28.60606060606061,35.51992959544768
16200,33,3206.333333333333,132.4236051306207,9.272727272727273,3.6666666666666665,100.42424242424242,105.24242424242424,28.60606060606061,35.51992959544768
16250,33,3256.333333333333,130.35022767129243,9.272727272727273,3.6666666666666665,100.42424242424242,105.24242424242424,28.60606060606061,35.51992959544768
16300,33,3306.333333333333,129.33704214222738,9.272727272727273,3.6666666666666665,100.42424242424242,105.24242424242424,28.60606060606061,35.51992959544768
16350,33,3356.333333333333,131.91726961121805,9.272727272727273,3.6666666666666665,100.42424242424242,105.24242424242424,28.60606060606061,35.51992959544768
16400,33,3406.333333333333,134.5860926922823,9.272727272727273,3.6666666666666665,100.42424242424242,105.24242424242424,28.60606060606061,35.51992959544768
16450,33,3456.333333333333,135.44777004299726,9.272727272727273,3.6666666666666665,100.42424242424242,105.24242424242424,28.60606060606061,35.51992959544768
16500,33,3506.333333333333,132.80225720091707,9.272727272727273,3.6666666666666665,100.42424242424242,105.24242424242424,28.60606060606061,35.51992959544768
16550,33,3556.333333333333,139.96126398342608,9.272727272727273,3.6666666666666665,100.42424242424242,105.24242424242424,28.60606060606061,35.51992959544768
16600,33,3606.333333333334,137.59310216553766,9.272727272727273,3.6666666666666665,100.42424242424242,105.24242424242424,28.60606060606061,35.51992959544768
16650,32,3531.40625,147.18115390353668,9.25,3.6875,97.65625,105.4375,28.875,35.31129763209583
16700,32,3581.40625,150.86783557674542,9.25,3.6875,97.65625,105.4375,28.875,35.31129763209583
16750,32,3631.40625,150.08162860754882,9.25,3.6875,97.65625,105.4375,28.875,35.31129763209583
16800,32,3681.40625,143.4436010918731,9.25,3.6875,97.65625,105.4375,28.875,35.31129763209583
16850,32,3731.40625,148.25149421991608,9.25,3.6875,97.65625,105.4375,28.875,35.31129763209583
16900,32,3781.40625,149.5654750282914,9.25,3.6875,97.65625,105.4375,28.875,35.31129763209583
16950,32,3831.40625,150.9152648452183,9.25,3.6875,97.65625,105.4375,28.875,35.31129763209583
17000,43,2890.4418604651164,130.6453784264065,9.232558139534882,3.72093023255814,95.74418604651164,105.953488372093,28.744186046511633,35.27279817169037
17050,43,2940.4418604651164,133.46159906536593,9.232558139534882,3.72093023255814,95.74418604651164,105.953488372093,28.744186046511633,35.27279817169037
17100,43,2990.4418604651164,140.45977859583772,9.232558139534882,3.72093023255814,95.74418604651164,105.953488372093,28.744186046511633,35.27279817169037
17150,43,3040.4418604651164,144.7500960445025,9.232558139534882,3.72093023255814,95.74418604651164,105.953488372093,28.744186046511633,35.27279817169037
17200,43,3090.4418604651164,143.98448937704745,9.232558139534882,3.72093023255814,95.74418604651164,105.953488372093,28.744186046511633,35.27279817169037
17250,42,3209.0714285714284,149.99541185674244,9.285714285714286,3.7142857142857135,96.90476190476191,105.92857142857143,28.690476190476193,35.422150509111574
17300,42,3259.0714285714284,146.81571020822525,9.285714285714286,3.7142857142857135,96.90476190476191,105.92857142857143,28.690476190476193,35.422150509111574
17350,42,3309.0714285714284,149.03909005645602,9.285714285714286,3.7142857142857135,96.90476190476191,105.92857142857143,28.690476190476193,35.422150509111574
17400,42,3359.0714285714284,148.65432520988008,9.285714285714286,3.7142857142857135,96.90476190476191,105.92857142857143,28.690476190476193,35.422150509111574
17450,42,3409.0714285714284,148.57459294267892,9.285714285714286,3.7142857142857135,96.90476190476191,105.92857142857143,28.690476190476193,35.422150509111574
17500,41,3384.804878048781,147.9619063320257,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17550,41,3434.804878048781,149.9707390711378,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17600,41,3484.804878048781,145.06017616219353,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17650,41,3534.804878048781,142.84606109060553,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17700,41,3584.804878048781,141.55536571733322,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17750,41,3634.804878048781,141.9146150486991,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17800,41,3684.804878048781,140.73514646039456,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17850,41,3734.804878048781,141.60196615170508,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17900,41,3784.804878048781,139.43818827752688,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17950,41,3834.804878048781,137.544341861597,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
18000,55,2897.9636363636364,127.28764980848415,9.436363636363636,3.727272727272727,93.56363636363636,106.05454545454545,29.163636363636364,35.31488688456011
18050,54,2983.0,131.27196117762358,9.425925925925926,3.7407407407407414,92.07407407407408,106.1851851851852,29.31481481481481,35.20597455977961
18100,54,3033.0,133.24639981680608,9.425925925925926,3.7407407407407414,92.07407407407408,106.1851851851852,29.31481481481481,35.20597455977961
18150,54,3083.0,137.93848295246758,9.425925925925926,3.7407407407407414,92.07407407407408,106.1851851851852,29.31481481481481,35.20597455977961
18200,54,3133.0,137.66564488936572,9.425925925925926,3.7407407407407414,92.07407407407408,106.1851851851852,29.31481481481481,35.20597455977961
18250,54,3183.0,138.49813045854194,9.425925925925926,3.7407407407407414,92.07407407407408,106.1851851851852,29.31481481481481,35.20597455977961
18300,53,3212.792452830189,142.7525605056669,9.415094339622641,3.7547169811320753,90.24528301886794,106.50943396226415,29.47169811320755,35.092952335950805
18350,53,3262.792452830189,144.4021896271787,9.415094339622641,3.7547169811320753,90.24528301886794,106.50943396226415,29.47169811320755,35.092952335950805
18400,53,3312.792452830189,144.16319919832918,9.415094339622641,3.7547169811320753,90.24528301886794,106.50943396226415,29.47169811320755,35.092952335950805
18450,53,3362.792452830189,148.2633777350991,9.415094339622641,3.7547169811320753,90.24528301886794,106.50943396226415,29.47169811320755,35.092952335950805
18500,53,3412.792452830189,150.44351883889573,9.415094339622641,3.7547169811320753,90.24528301886794,106.50943396226415,29.47169811320755,35.092952335950805
18550,52,3403.2884615384614,147.59182453963197,9.461538461538463,3.75,90.92307692307692,106.5,29.44230769230769,35.19089372702678
18600,51,3469.921568627451,148.88150025892574,9.450980392156863,3.7647058823529416,89.8235294117647,106.84313725490196,29.607843137254907,35.15157492907227
18650,51,3519.921568627451,149.00836325742208,9.450980392156863,3.7647058823529416,89.8235294117647,106.84313725490196,29.607843137254907,35.15157492907227
18700,51,3569.921568627451,149.6955649769215,9.450980392156863,3.7647058823529416,89.8235294117647,106.84313725490196,29.607843137254907,35.15157492907227
18750,51,3619.921568627451,148.35458590971797,9.450980392156863,3.7647058823529416,89.8235294117647,106.84313725490196,29.607843137254907,35.15157492907227
18800,51,3669.921568627451,146.0079731351765,9.450980392156863,3.7647058823529416,89.8235294117647,106.84313725490196,29.607843137254907,35.15157492907227
18850,50,3777.2,150.34409291334762,9.44,3.78,88.68,107.2,29.78,35.11068337919958
18900,50,3827.2,150.00693658815032,9.44,3.78,88.68,107.2,29.78,35.11068337919958
18950,50,3877.2,149.8901602703549,9.44,3.78,88.68,107.2,29.78,35.11068337919958
19000,60,3274.116666666667,138.6920661425965,9.45,3.816666666666667,86.66666666666669,108.28333333333332,30.03333333333333,35.13811922633985
19050,60,3324.116666666667,136.2758884769443,9.45,3.816666666666667,86.66666666666669,108.28333333333332,30.03333333333333,35.13811922633985
19100,60,3374.116666666667,139.25550277377204,9.45,3.816666666666667,86.66666666666669,108.28333333333332,30.03333333333333,35.13811922633985
19150,59,3242.237288135593,140.5411045549833,9.440677966101696,3.8305084745762716,85.81355932203391,108.44067796610169,30.186440677966104,35.103237307757354
19200,59,3292.237288135593,143.06181768885241,9.440677966101696,3.8305084745762716,85.81355932203391,108.44067796610169,30.186440677966104,35.103237307757354
19250,59,3342.237288135593,141.6914833033322,9.440677966101696,3.8305084745762716,85.81355932203391,108.44067796610169,30.186440677966104,35.103237307757354
19300,57,3325.070175438597,145.8725784049061,9.43859649122807,3.842105263157895,83.57894736842105,108.49122807017544,30.33333333333333,34.9104359427189
19350,57,3375.070175438597,148.18537183350858,9.43859649122807,3.842105263157895,83.57894736842105,108.49122807017544,30.33333333333333,34.9104359427189
19400,57,3425.070175438597,146.40501288771875,9.43859649122807,3.842105263157895,83.57894736842105,108.49122807017544,30.33333333333333,34.9104359427189
19450,57,3475.070175438597,147.19009866003574,9.43859649122807,3.842105263157895,83.57894736842105,108.49122807017544,30.33333333333333,34.9104359427189
19500,57,3525.070175438597,146.74439197440242,9.43859649122807,3.842105263157895,83.57894736842105,108.49122807017544,30.33333333333333,34.9104359427189
19550,56,3593.285714285714,151.13361930247888,9.428571428571429,3.8571428571428568,81.69642857142857,108.83928571428572,30.517857142857146,34.798191005576264
19600,56,3643.285714285714,151.45210730781972,9.428571428571429,3.8571428571428568,81.69642857142857,108.83928571428572,30.517857142857146,34.798191005576264
19650,55,3730.327272727273,154.25516511302274,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
19700,55,3780.327272727273,153.56320443712363,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
19750,55,3830.327272727273,154.28127562185762,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
19800,55,3880.327272727273,154.00323991672218,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
19850,55,3930.327272727273,150.99508012088742,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
19900,55,3980.327272727273,150.88087826632298,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
19950,55,4030.327272727273,149.11174353484273,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
20000,71,3162.887323943662,138.0064503819213,9.450704225352114,3.9014084507042255,77.46478873239437,109.08450704225352,30.929577464788732,34.56697927478838
20050,71,3212.887323943662,137.69259899039196,9.450704225352114,3.9014084507042255,77.46478873239437,109.08450704225352,30.929577464788732,34.56697927478838
20100,69,3310.8695652173915,142.7240801362409,9.434782608695652,3.927536231884058,75.52173913043478,108.95652173913044,31.159420289855074,34.41830758934148
20150,69,3360.8695652173915,144.19652320465966,9.434782608695652,3.927536231884058,75.52173913043478,108.95652173913044,31.159420289855074,34.41830758934148
20200,69,3410.8695652173915,142.29349059342402,9.434782608695652,3.927536231884058,75.52173913043478,108.95652173913044,31.159420289855074,34.41830758934148
20250,69,3460.8695652173915,141.39285342230724,9.434782608695652,3.927536231884058,75.52173913043478,108.95652173913044,31.159420289855074,34.41830758934148
20300,68,3557.9852941176473,144.80093614224708,9.441176470588236,3.9264705882352944,75.66176470588233,108.98529411764706,31.161764705882355,34.43916505389061
20350,68,3607.9852941176473,145.34579499111518,9.441176470588236,3.9264705882352944,75.66176470588233,108.98529411764706,31.161764705882355,34.43916505389061
20400,68,3657.9852941176473,146.91344986544036,9.441176470588236,3.9264705882352944,75.66176470588233,108.98529411764706,31.161764705882355,34.43916505389061
20450,68,3707.9852941176473,148.58587626693975,9.441176470588236,3.9264705882352944,75.66176470588233,108.98529411764706,31.161764705882355,34.43916505389061
20500,67,3746.8208955223877,149.097023452191,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20550,67,3796.8208955223877,150.20686847589624,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20600,67,3846.8208955223877,151.25068808597328,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20650,67,3896.8208955223877,150.16607633006487,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20700,67,3946.8208955223877,147.50778895571858,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20750,67,3996.8208955223877,149.35159074125892,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20800,67,4046.8208955223877,150.4932876162948,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20850,67,4096.820895522388,148.64843742759726,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20900,67,4146.820895522388,148.72773199024232,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20950,67,4196.820895522388,147.46994014157448,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
21000,82,3471.707317073171,132.21599874084308,9.402439024390244,3.975609756097561,74.26829268292683,109.74390243902441,31.621951219512194,34.48923163803617
21050,82,3521.707317073171,130.1624149410619,9.402439024390244,3.975609756097561,74.26829268292683,109.74390243902441,31.621951219512194,34.48923163803617
21100,82,3571.707317073171,134.44628938915264,9.402439024390244,3.975609756097561,74.26829268292683,109.74390243902441,31.621951219512194,34.48923163803617
21150,81,3590.4074074074074,136.57758830798974,9.407407407407408,3.975308641975309,74.37037037037038,109.77777777777777,31.62962962962963,34.5076172138144
21200,81,3640.407407407408,137.32682030899446,9.407407407407408,3.975308641975309,74.37037037037038,109.77777777777777,31.62962962962963,34.5076172138144
21250,81,3690.407407407408,139.72692211552464,9.407407407407408,3.975308641975309,74.37037037037038,109.77777777777777,31.62962962962963,34.5076172138144
21300,79,3814.594936708861,142.22760213657938,9.379746835443036,3.9873417721518982,73.60759493670886,109.9493670886076,31.78481012658228,34.454694201218466
21350,79,3864.594936708861,143.65158508213332,9.379746835443036,3.9873417721518982,73.60759493670886,109.9493670886076,31.78481012658228,34.454694201218466
21400,79,3914.594936708861,139.8846969183748,9.379746835443036,3.9873417721518982,73.60759493670886,109.9493670886076,31.78481012658228,34.454694201218466
21450,79,3964.594936708861,141.12061822197438,9.379746835443036,3.9873417721518982,73.60759493670886,109.9493670886076,31.78481012658228,34.454694201218466
21500,78,4046.6794871794873,144.0044645326728,9.35897435897436,3.9871794871794872,73.62820512820512,109.98717948717949,31.84615384615385,34.43488258841358
21550,77,4129.636363636364,146.37321267640058,9.363636363636363,3.9870129870129865,73.87012987012987,109.85714285714286,31.857142857142854,34.440530414237145
21600,76,4147.723684210527,147.77256778736617,9.355263157894736,4.0,71.86842105263158,110.01315789473685,32.0,34.28585117728359
21650,76,4197.723684210527,148.45279479310454,9.355263157894736,4.0,71.86842105263158,110.01315789473685,32.0,34.28585117728359
21700,76,4247.723684210527,150.40096234060462,9.355263157894736,4.0,71.86842105263158,110.01315789473685,32.0,34.28585117728359
21750,76,4297.723684210527,148.13750578524306,9.355263157894736,4.0,71.86842105263158,110.01315789473685,32.0,34.28585117728359
21800,75,4341.586666666667,153.53832633516677,9.36,4.013333333333334,71.0,110.16,32.14666666666667,34.26038049401128
21850,75,4391.586666666667,154.23262153689583,9.36,4.013333333333334,71.0,110.16,32.14666666666667,34.26038049401128
21900,75,4441.586666666667,154.3688992673788,9.36,4.013333333333334,71.0,110.16,32.14666666666667,34.26038049401128
21950,75,4491.586666666667,153.34310196111713,9.36,4.013333333333334,71.0,110.16,32.14666666666667,34.26038049401128
