Step,Living Noodles,Dead Noodles,Age,Health,Size,Speed,Sight,View,Rep,Loss,Gen,Ages,Gens
4900,15,24,1704.2666666666669,171.37866666666608,12.533333333333333,4.133333333333334,219.13333333333333,84.26666666666667,28.86666666666667,68.66666666666667,2.2666666666666666,"[4902, 4403, 2905, 2904, 2903, 1404, 1403, 906, 905, 904, 407, 406, 405, 404, 403]","[0, 1, 3, 2, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 1]"
4950,15,24,1754.2666666666669,174.7786666666662,12.533333333333333,4.133333333333334,219.13333333333333,84.26666666666667,28.86666666666667,68.66666666666667,2.2666666666666666,"[4952, 4453, 2955, 2954, 2953, 1454, 1453, 956, 955, 954, 457, 456, 455, 454, 453]","[0, 1, 3, 2, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 1]"
5000,18,24,1504.5,156.559444444444,12.444444444444445,4.055555555555555,218.88888888888889,84.0,29.11111111111111,68.33333333333333,2.5,"[5002, 4503, 3005, 3004, 3003, 1504, 1503, 1006, 1005, 1004, 507, 506, 505, 504, 503, 8, 5, 4]","[0, 1, 3, 2, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 1, 6, 3, 2]"
5050,17,25,1466.2941176470588,161.24000000000018,12.352941176470587,4.0588235294117645,219.35294117647058,84.58823529411767,29.235294117647058,68.35294117647061,2.5294117647058822,"[5052, 4553, 3055, 3053, 1554, 1553, 1056, 1055, 1054, 557, 556, 555, 554, 553, 58, 55, 54]","[0, 1, 3, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 1, 6, 3, 2]"
5100,17,25,1516.2941176470588,154.49058823529438,12.352941176470587,4.0588235294117645,219.35294117647058,84.58823529411767,29.235294117647058,68.35294117647061,2.5294117647058822,"[5102, 4603, 3105, 3103, 1604, 1603, 1106, 1105, 1104, 607, 606, 605, 604, 603, 108, 105, 104]","[0, 1, 3, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 1, 6, 3, 2]"
5150,17,25,1566.2941176470588,150.80176470588273,12.352941176470587,4.0588235294117645,219.35294117647058,84.58823529411767,29.235294117647058,68.35294117647061,2.5294117647058822,"[5152, 4653, 3155, 3153, 1654, 1653, 1156, 1155, 1154, 657, 656, 655, 654, 653, 158, 155, 154]","[0, 1, 3, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 1, 6, 3, 2]"
5200,16,26,1704.5625,160.17687500000034,12.5,4.0625,218.875,83.25,29.375,68.5,2.5625,"[5202, 4703, 3205, 3203, 1704, 1703, 1206, 1205, 1204, 707, 706, 705, 704, 703, 208, 205]","[0, 1, 3, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 1, 6, 3]"
5250,15,27,1854.333333333333,164.12200000000038,12.533333333333333,4.066666666666666,218.06666666666663,84.26666666666667,29.2,68.53333333333333,2.333333333333333,"[5252, 4753, 3255, 3253, 1754, 1753, 1256, 1255, 1254, 757, 756, 755, 754, 753, 255]","[0, 1, 3, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 1, 3]"
5300,15,27,1904.333333333333,155.59466666666697,12.533333333333333,4.066666666666666,218.06666666666663,84.26666666666667,29.2,68.53333333333333,2.333333333333333,"[5302, 4803, 3305, 3303, 1804, 1803, 1306, 1305, 1304, 807, 806, 805, 804, 803, 305]","[0, 1, 3, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 1, 3]"
5350,15,27,1954.333333333333,172.80133333333384,12.533333333333333,4.066666666666666,218.06666666666663,84.26666666666667,29.2,68.53333333333333,2.333333333333333,"[5352, 4853, 3355, 3353, 1854, 1853, 1356, 1355, 1354, 857, 856, 855, 854, 853, 355]","[0, 1, 3, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 1, 3]"
5400,14,28,2083.0,178.95857142857184,12.714285714285715,4.071428571428571,217.42857142857144,82.71428571428571,29.642857142857146,68.85714285714286,2.4285714285714284,"[5402, 4903, 3405, 3403, 1904, 1903, 1406, 1405, 1404, 907, 906, 905, 904, 405]","[0, 1, 3, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 3]"
5450,14,28,2133.0,180.497142857143,12.714285714285715,4.071428571428571,217.42857142857144,82.71428571428571,29.642857142857146,68.85714285714286,2.4285714285714284,"[5452, 4953, 3455, 3453, 1954, 1953, 1456, 1455, 1454, 957, 956, 955, 954, 455]","[0, 1, 3, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 3]"
5500,18,28,1699.2222222222224,165.71527777777789,12.944444444444445,4.0,215.16666666666663,81.44444444444444,29.88888888888889,68.91666666666667,2.7777777777777777,"[5502, 5003, 3505, 3503, 2004, 2003, 1506, 1505, 1504, 1007, 1006, 1005, 1004, 505, 7, 7, 6, 4]","[0, 1, 3, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 3, 5, 5, 4, 2]"
5550,18,28,1749.2222222222224,160.00527777777805,12.944444444444445,4.0,215.16666666666663,81.44444444444444,29.88888888888889,68.91666666666667,2.7777777777777777,"[5552, 5053, 3555, 3553, 2054, 2053, 1556, 1555, 1554, 1057, 1056, 1055, 1054, 555, 57, 57, 56, 54]","[0, 1, 3, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 3, 5, 5, 4, 2]"
5600,17,29,1604.8823529411764,167.44323529411795,12.882352941176471,4.0,215.41176470588238,81.88235294117645,29.764705882352942,68.79411764705883,2.8823529411764706,"[5602, 3605, 3603, 2104, 2103, 1606, 1605, 1604, 1107, 1106, 1105, 1104, 605, 107, 107, 106, 104]","[0, 3, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 3, 5, 5, 4, 2]"
5650,17,29,1654.8823529411764,165.04029411764756,12.882352941176471,4.0,215.41176470588238,81.88235294117645,29.764705882352942,68.79411764705883,2.8823529411764706,"[5652, 3655, 3653, 2154, 2153, 1656, 1655, 1654, 1157, 1156, 1155, 1154, 655, 157, 157, 156, 154]","[0, 3, 1, 2, 1, 4, 3, 2, 5, 4, 3, 2, 3, 5, 5, 4, 2]"
5700,16,30,1736.0,172.77531250000047,12.9375,4.0,214.4375,82.375,29.625,68.78125,2.75,"[5702, 3705, 3703, 2204, 2203, 1706, 1705, 1704, 1206, 1205, 1204, 705, 207, 207, 206, 204]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 3, 5, 5, 4, 2]"
5750,16,30,1786.0,164.8096875000005,12.9375,4.0,214.4375,82.375,29.625,68.78125,2.75,"[5752, 3755, 3753, 2254, 2253, 1756, 1755, 1754, 1256, 1255, 1254, 755, 257, 257, 256, 254]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 3, 5, 5, 4, 2]"
5800,16,30,1836.0,157.3953125000007,12.9375,4.0,214.4375,82.375,29.625,68.78125,2.75,"[5802, 3805, 3803, 2304, 2303, 1806, 1805, 1804, 1306, 1305, 1304, 805, 307, 307, 306, 304]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 3, 5, 5, 4, 2]"
5850,16,30,1886.0,156.99156250000092,12.9375,4.0,214.4375,82.375,29.625,68.78125,2.75,"[5852, 3855, 3853, 2354, 2353, 1856, 1855, 1854, 1356, 1355, 1354, 855, 357, 357, 356, 354]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 3, 5, 5, 4, 2]"
5900,15,31,2038.1333333333332,162.29600000000082,12.933333333333335,4.0,214.66666666666663,82.93333333333334,29.466666666666665,68.73333333333333,2.8,"[5902, 3905, 3903, 2404, 2403, 1906, 1905, 1904, 1406, 1405, 1404, 905, 407, 407, 406]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 3, 5, 5, 4]"
5950,14,32,2169.0714285714284,167.178571428572,12.857142857142858,4.071428571428571,216.07142857142856,83.57142857142857,29.285714285714285,68.92857142857143,2.7857142857142856,"[5952, 3955, 3953, 2454, 2453, 1956, 1955, 1954, 1456, 1455, 1454, 457, 457, 456]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 5, 5, 4]"
6000,14,34,2147.6428571428573,185.50142857142924,12.857142857142858,4.142857142857143,218.07142857142856,83.85714285714286,29.285714285714285,69.28571428571429,2.7857142857142856,"[6002, 4005, 4003, 2504, 2503, 2006, 2005, 2004, 1506, 1505, 1504, 507, 7, 6]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 5, 5, 4]"
6050,14,34,2197.6428571428573,189.3878571428574,12.857142857142858,4.142857142857143,218.07142857142856,83.85714285714286,29.285714285714285,69.28571428571429,2.7857142857142856,"[6052, 4055, 4053, 2554, 2553, 2056, 2055, 2054, 1556, 1555, 1554, 557, 57, 56]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 5, 5, 4]"
6100,14,34,2247.6428571428573,188.21642857142876,12.857142857142858,4.142857142857143,218.07142857142856,83.85714285714286,29.285714285714285,69.28571428571429,2.7857142857142856,"[6102, 4105, 4103, 2604, 2603, 2106, 2105, 2104, 1606, 1605, 1604, 607, 107, 106]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 5, 5, 4]"
6150,14,34,2297.642857142857,192.35642857142827,12.857142857142858,4.142857142857143,218.07142857142856,83.85714285714286,29.285714285714285,69.28571428571429,2.7857142857142856,"[6152, 4155, 4153, 2654, 2653, 2156, 2155, 2154, 1656, 1655, 1654, 657, 157, 156]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 5, 5, 4]"
6200,14,34,2347.642857142857,184.00714285714238,12.857142857142858,4.142857142857143,218.07142857142856,83.85714285714286,29.285714285714285,69.28571428571429,2.7857142857142856,"[6202, 4205, 4203, 2704, 2703, 2206, 2205, 2204, 1706, 1705, 1704, 707, 207, 206]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 5, 5, 4]"
6250,13,35,2562.3076923076924,201.891538461538,12.923076923076925,4.153846153846153,217.9230769230769,84.61538461538461,29.07692307692308,69.38461538461539,2.6153846153846154,"[6252, 4255, 4253, 2754, 2753, 2256, 2255, 2254, 1756, 1755, 1754, 757, 256]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 5, 4]"
6300,13,35,2612.3076923076924,194.0761538461537,12.923076923076925,4.153846153846153,217.9230769230769,84.61538461538461,29.07692307692308,69.38461538461539,2.6153846153846154,"[6302, 4305, 4303, 2804, 2803, 2306, 2305, 2304, 1806, 1805, 1804, 807, 306]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 5, 4]"
6350,13,35,2662.3076923076924,184.78307692307683,12.923076923076925,4.153846153846153,217.9230769230769,84.61538461538461,29.07692307692308,69.38461538461539,2.6153846153846154,"[6352, 4355, 4353, 2854, 2853, 2356, 2355, 2354, 1856, 1855, 1854, 857, 356]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 5, 4]"
6400,13,35,2712.3076923076924,181.40384615384582,12.923076923076925,4.153846153846153,217.9230769230769,84.61538461538461,29.07692307692308,69.38461538461539,2.6153846153846154,"[6402, 4405, 4403, 2904, 2903, 2406, 2405, 2404, 1906, 1905, 1904, 907, 406]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 5, 4]"
6450,13,35,2762.3076923076924,175.42076923076888,12.923076923076925,4.153846153846153,217.9230769230769,84.61538461538461,29.07692307692308,69.38461538461539,2.6153846153846154,"[6452, 4455, 4453, 2954, 2953, 2456, 2455, 2454, 1956, 1955, 1954, 957, 456]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 5, 4]"
6500,15,35,2438.0666666666666,162.1940000000001,13.066666666666665,4.066666666666666,217.46666666666667,84.06666666666666,29.13333333333333,69.26666666666667,2.7333333333333334,"[6502, 4505, 4503, 3004, 3003, 2506, 2505, 2504, 2006, 2005, 2004, 1007, 506, 6, 5]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 5, 4, 4, 3]"
6550,15,35,2488.0666666666666,153.27666666666678,13.066666666666665,4.066666666666666,217.46666666666667,84.06666666666666,29.13333333333333,69.26666666666667,2.7333333333333334,"[6552, 4555, 4553, 3054, 3053, 2556, 2555, 2554, 2056, 2055, 2054, 1057, 556, 56, 55]","[0, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 5, 4, 4, 3]"
6600,12,38,2604.583333333333,179.2991666666669,12.833333333333336,4.083333333333333,218.75,85.5,28.83333333333333,69.08333333333333,2.583333333333333,"[6602, 4605, 4603, 3104, 3103, 2605, 2604, 2105, 1107, 606, 106, 105]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 4, 4, 3]"
6650,12,38,2654.583333333333,186.00500000000028,12.833333333333336,4.083333333333333,218.75,85.5,28.83333333333333,69.08333333333333,2.583333333333333,"[6652, 4655, 4653, 3154, 3153, 2655, 2654, 2155, 1157, 656, 156, 155]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 4, 4, 3]"
6700,12,38,2704.583333333333,177.96500000000026,12.833333333333336,4.083333333333333,218.75,85.5,28.83333333333333,69.08333333333333,2.583333333333333,"[6702, 4705, 4703, 3204, 3203, 2705, 2704, 2205, 1207, 706, 206, 205]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 4, 4, 3]"
6750,12,38,2754.583333333333,178.8141666666668,12.833333333333336,4.083333333333333,218.75,85.5,28.83333333333333,69.08333333333333,2.583333333333333,"[6752, 4755, 4753, 3254, 3253, 2755, 2754, 2255, 1257, 756, 256, 255]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 4, 4, 3]"
6800,12,38,2804.583333333333,174.9933333333334,12.833333333333336,4.083333333333333,218.75,85.5,28.83333333333333,69.08333333333333,2.583333333333333,"[6802, 4805, 4803, 3304, 3303, 2805, 2804, 2305, 1307, 806, 306, 305]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 4, 4, 3]"
6850,12,38,2854.583333333333,170.3825000000001,12.833333333333336,4.083333333333333,218.75,85.5,28.83333333333333,69.08333333333333,2.583333333333333,"[6852, 4855, 4853, 3354, 3353, 2855, 2854, 2355, 1357, 856, 356, 355]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 4, 4, 3]"
6900,11,39,3086.2727272727275,169.9845454545453,12.727272727272727,4.090909090909091,219.0909090909091,86.54545454545455,28.54545454545455,68.9090909090909,2.4545454545454546,"[6902, 4905, 4903, 3404, 3403, 2905, 2904, 2405, 1407, 406, 405]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 4, 3]"
6950,11,39,3136.2727272727275,153.68727272727247,12.727272727272727,4.090909090909091,219.0909090909091,86.54545454545455,28.54545454545455,68.9090909090909,2.4545454545454546,"[6952, 4955, 4953, 3454, 3453, 2955, 2954, 2455, 1457, 456, 455]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 4, 3]"
7000,12,39,2921.25,153.7941666666663,12.833333333333336,4.166666666666667,218.41666666666663,86.58333333333331,28.41666666666667,69.16666666666667,2.583333333333333,"[7002, 5005, 5003, 3504, 3503, 3005, 3004, 2505, 1507, 506, 505, 6]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 4, 3, 4]"
7050,12,39,2971.25,157.8324999999995,12.833333333333336,4.166666666666667,218.41666666666663,86.58333333333331,28.41666666666667,69.16666666666667,2.583333333333333,"[7052, 5055, 5053, 3554, 3553, 3055, 3054, 2555, 1557, 556, 555, 56]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 4, 3, 4]"
7100,11,40,3240.818181818182,180.167272727272,12.727272727272727,4.181818181818182,219.0909090909091,86.54545454545455,28.54545454545455,69.18181818181819,2.4545454545454546,"[7102, 5105, 5103, 3604, 3603, 3105, 3104, 2605, 1607, 605, 106]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4]"
7150,11,40,3290.818181818182,183.2109090909087,12.727272727272727,4.181818181818182,219.0909090909091,86.54545454545455,28.54545454545455,69.18181818181819,2.4545454545454546,"[7152, 5155, 5153, 3654, 3653, 3155, 3154, 2655, 1657, 655, 156]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4]"
7200,11,40,3340.818181818182,171.5554545454542,12.727272727272727,4.181818181818182,219.0909090909091,86.54545454545455,28.54545454545455,69.18181818181819,2.4545454545454546,"[7202, 5205, 5203, 3704, 3703, 3205, 3204, 2705, 1707, 705, 206]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4]"
7250,11,40,3390.818181818182,188.1718181818181,12.727272727272727,4.181818181818182,219.0909090909091,86.54545454545455,28.54545454545455,69.18181818181819,2.4545454545454546,"[7252, 5255, 5253, 3754, 3753, 3255, 3254, 2755, 1757, 755, 256]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4]"
7300,11,40,3440.818181818182,193.77181818181802,12.727272727272727,4.181818181818182,219.0909090909091,86.54545454545455,28.54545454545455,69.18181818181819,2.4545454545454546,"[7302, 5305, 5303, 3804, 3803, 3305, 3304, 2805, 1807, 805, 306]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4]"
7350,11,40,3490.818181818182,190.8463636363631,12.727272727272727,4.181818181818182,219.0909090909091,86.54545454545455,28.54545454545455,69.18181818181819,2.4545454545454546,"[7352, 5355, 5353, 3854, 3853, 3355, 3354, 2855, 1857, 855, 356]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4]"
7400,11,40,3540.818181818182,202.8854545454539,12.727272727272727,4.181818181818182,219.0909090909091,86.54545454545455,28.54545454545455,69.18181818181819,2.4545454545454546,"[7402, 5405, 5403, 3904, 3903, 3405, 3404, 2905, 1907, 905, 406]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4]"
7450,11,40,3590.818181818182,206.85363636363653,12.727272727272727,4.181818181818182,219.0909090909091,86.54545454545455,28.54545454545455,69.18181818181819,2.4545454545454546,"[7452, 5455, 5453, 3954, 3953, 3455, 3454, 2955, 1957, 955, 456]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4]"
7500,16,40,2504.8125,181.0650000000001,12.875,4.3125,218.9375,86.4375,28.0,69.5625,2.8125,"[7502, 5505, 5503, 4004, 4003, 3505, 3504, 3005, 2007, 1005, 506, 8, 7, 5, 4, 4]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4, 6, 5, 3, 2, 2]"
7550,16,40,2554.8125,184.24312499999988,12.875,4.3125,218.9375,86.4375,28.0,69.5625,2.8125,"[7552, 5555, 5553, 4054, 4053, 3555, 3554, 3055, 2057, 1055, 556, 58, 57, 55, 54, 54]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4, 6, 5, 3, 2, 2]"
7600,16,40,2604.8125,183.4606250000001,12.875,4.3125,218.9375,86.4375,28.0,69.5625,2.8125,"[7602, 5605, 5603, 4104, 4103, 3605, 3604, 3105, 2107, 1105, 606, 108, 107, 105, 104, 104]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4, 6, 5, 3, 2, 2]"
7650,16,40,2654.8125,180.19875,12.875,4.3125,218.9375,86.4375,28.0,69.5625,2.8125,"[7652, 5655, 5653, 4154, 4153, 3655, 3654, 3155, 2157, 1155, 656, 158, 157, 155, 154, 154]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4, 6, 5, 3, 2, 2]"
7700,16,40,2704.8125,178.91687500000015,12.875,4.3125,218.9375,86.4375,28.0,69.5625,2.8125,"[7702, 5705, 5703, 4204, 4203, 3705, 3704, 3205, 2207, 1205, 706, 208, 207, 205, 204, 204]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4, 6, 5, 3, 2, 2]"
7750,16,40,2754.8125,172.81624999999997,12.875,4.3125,218.9375,86.4375,28.0,69.5625,2.8125,"[7752, 5755, 5753, 4254, 4253, 3755, 3754, 3255, 2257, 1255, 756, 258, 257, 255, 254, 254]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4, 6, 5, 3, 2, 2]"
7800,16,40,2804.8125,166.4543749999998,12.875,4.3125,218.9375,86.4375,28.0,69.5625,2.8125,"[7802, 5805, 5803, 4304, 4303, 3805, 3804, 3305, 2307, 1305, 806, 308, 307, 305, 304, 304]","[0, 3, 1, 2, 1, 3, 2, 3, 5, 3, 4, 6, 5, 3, 2, 2]"
7850,15,41,2754.866666666667,181.59266666666642,12.8,4.333333333333333,219.0,87.26666666666668,27.73333333333333,69.46666666666667,2.8666666666666667,"[7852, 5855, 5853, 4353, 3855, 3854, 3355, 2357, 1355, 856, 358, 357, 355, 354, 354]","[0, 3, 1, 1, 3, 2, 3, 5, 3, 4, 6, 5, 3, 2, 2]"
7900,15,41,2804.866666666667,175.06933333333325,12.8,4.333333333333333,219.0,87.26666666666668,27.73333333333333,69.46666666666667,2.8666666666666667,"[7902, 5905, 5903, 4403, 3905, 3904, 3405, 2407, 1405, 906, 408, 407, 405, 404, 404]","[0, 3, 1, 1, 3, 2, 3, 5, 3, 4, 6, 5, 3, 2, 2]"
7950,14,42,2954.857142857143,181.3507142857145,12.714285714285715,4.428571428571429,219.07142857142856,88.2142857142857,27.42857142857143,69.57142857142857,2.8571428571428568,"[7952, 5955, 5953, 4453, 3955, 3954, 3455, 2457, 956, 458, 457, 455, 454, 454]","[0, 3, 1, 1, 3, 2, 3, 5, 4, 6, 5, 3, 2, 2]"
8000,20,42,2105.0,156.48825000000005,12.45,4.4,218.6,87.95,27.3,68.975,3.0,"[8002, 6005, 6003, 4503, 4005, 4004, 3505, 2507, 1006, 508, 507, 505, 504, 504, 8, 6, 5, 5, 4, 4]","[0, 3, 1, 1, 3, 2, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 3, 2, 2]"
8050,20,42,2155.0,153.28474999999997,12.45,4.4,218.6,87.95,27.3,68.975,3.0,"[8052, 6055, 6053, 4553, 4055, 4054, 3555, 2557, 1056, 558, 557, 555, 554, 554, 58, 56, 55, 55, 54, 54]","[0, 3, 1, 1, 3, 2, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 3, 2, 2]"
8100,19,43,2105.0526315789475,160.97763157894727,12.68421052631579,4.368421052631579,218.15789473684208,87.0,27.52631578947368,69.23684210526315,3.0526315789473686,"[8102, 6105, 6103, 4603, 4105, 3605, 2607, 1106, 608, 607, 605, 604, 604, 108, 106, 105, 105, 104, 104]","[0, 3, 1, 1, 3, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 3, 2, 2]"
8150,18,44,2266.1666666666665,171.58805555555554,12.944444444444445,4.333333333333333,217.66666666666663,85.94444444444444,28.055555555555557,69.6388888888889,3.055555555555556,"[8152, 6155, 6153, 4653, 4155, 3655, 2657, 1156, 658, 657, 655, 654, 654, 158, 156, 155, 154, 154]","[0, 3, 1, 1, 3, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 2, 2]"
8200,18,44,2316.1666666666665,167.4375,12.944444444444445,4.333333333333333,217.66666666666663,85.94444444444444,28.055555555555557,69.6388888888889,3.055555555555556,"[8202, 6205, 6203, 4703, 4205, 3705, 2707, 1206, 708, 707, 705, 704, 704, 208, 206, 205, 204, 204]","[0, 3, 1, 1, 3, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 2, 2]"
8250,18,44,2366.1666666666665,159.94805555555558,12.944444444444445,4.333333333333333,217.66666666666663,85.94444444444444,28.055555555555557,69.6388888888889,3.055555555555556,"[8252, 6255, 6253, 4753, 4255, 3755, 2757, 1256, 758, 757, 755, 754, 754, 258, 256, 255, 254, 254]","[0, 3, 1, 1, 3, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 2, 2]"
8300,18,44,2416.1666666666665,156.249166666667,12.944444444444445,4.333333333333333,217.66666666666663,85.94444444444444,28.055555555555557,69.6388888888889,3.055555555555556,"[8302, 6305, 6303, 4803, 4305, 3805, 2807, 1306, 808, 807, 805, 804, 804, 308, 306, 305, 304, 304]","[0, 3, 1, 1, 3, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 2, 2]"
8350,17,45,2384.4705882352937,161.14147058823534,12.882352941176471,4.352941176470588,217.64705882352942,86.64705882352942,27.588235294117645,69.44117647058823,3.0588235294117645,"[8352, 6355, 6353, 4853, 4355, 2857, 1356, 858, 857, 855, 854, 854, 358, 356, 355, 354, 354]","[0, 3, 1, 1, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 2, 2]"
8400,16,46,2186.3125,163.50218750000005,12.8125,4.375,216.8125,87.4375,27.3125,69.28125,3.0625,"[8402, 6403, 4903, 4405, 2907, 1406, 908, 907, 905, 904, 904, 408, 406, 405, 404, 404]","[0, 1, 1, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 2, 2]"
8450,16,46,2236.3125,177.56031249999978,12.8125,4.375,216.8125,87.4375,27.3125,69.28125,3.0625,"[8452, 6453, 4953, 4455, 2957, 1456, 958, 957, 955, 954, 954, 458, 456, 455, 454, 454]","[0, 1, 1, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 2, 2]"
8500,22,46,1664.3636363636365,161.86068181818166,12.681818181818182,4.5,218.13636363636363,85.27272727272727,27.363636363636363,69.3409090909091,3.272727272727273,"[8502, 6503, 5003, 4505, 3007, 1506, 1008, 1007, 1005, 1004, 1004, 508, 506, 505, 504, 504, 8, 7, 6, 5, 5, 4]","[0, 1, 1, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 2, 2, 6, 5, 4, 3, 3, 2]"
8550,22,46,1714.3636363636365,162.46386363636373,12.681818181818182,4.5,218.13636363636363,85.27272727272727,27.363636363636363,69.3409090909091,3.272727272727273,"[8552, 6553, 5053, 4555, 3057, 1556, 1058, 1057, 1055, 1054, 1054, 558, 556, 555, 554, 554, 58, 57, 56, 55, 55, 54]","[0, 1, 1, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 2, 2, 6, 5, 4, 3, 3, 2]"
8600,22,46,1764.3636363636365,145.67977272727282,12.681818181818182,4.5,218.13636363636363,85.27272727272727,27.363636363636363,69.3409090909091,3.272727272727273,"[8602, 6603, 5103, 4605, 3107, 1606, 1108, 1107, 1105, 1104, 1104, 608, 606, 605, 604, 604, 108, 107, 106, 105, 105, 104]","[0, 1, 1, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 2, 2, 6, 5, 4, 3, 3, 2]"
8650,21,47,1869.619047619048,137.50333333333342,12.761904761904766,4.523809523809524,218.47619047619045,85.80952380952381,27.142857142857146,69.47619047619048,3.333333333333333,"[8652, 6653, 5153, 4655, 3157, 1656, 1158, 1157, 1155, 1154, 1154, 658, 656, 655, 654, 158, 157, 156, 155, 155, 154]","[0, 1, 1, 3, 5, 4, 6, 5, 3, 2, 2, 6, 4, 3, 2, 6, 5, 4, 3, 3, 2]"
8700,16,52,1986.5,181.30250000000007,12.625,4.625,218.9375,87.125,26.3125,69.3125,3.25,"[8702, 5203, 4705, 3207, 1706, 1208, 1207, 1205, 1204, 1204, 705, 704, 208, 207, 205, 204]","[0, 1, 3, 5, 4, 6, 5, 3, 2, 2, 3, 2, 6, 5, 3, 2]"
8750,15,53,2155.0666666666666,182.30133333333322,12.533333333333333,4.6,219.46666666666667,88.46666666666668,26.6,69.4,3.066666666666667,"[8752, 5253, 4755, 3257, 1756, 1258, 1257, 1255, 1254, 1254, 755, 754, 257, 255, 254]","[0, 1, 3, 5, 4, 6, 5, 3, 2, 2, 3, 2, 5, 3, 2]"
8800,14,54,2126.3571428571427,192.257857142857,12.285714285714285,4.642857142857143,220.07142857142856,88.35714285714286,26.57142857142857,69.14285714285714,2.9285714285714284,"[8802, 5303, 4805, 1806, 1308, 1307, 1305, 1304, 1304, 805, 804, 307, 305, 304]","[0, 1, 3, 4, 6, 5, 3, 2, 2, 3, 2, 5, 3, 2]"
